name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"21.4434844005937, 87.02348429564694",2025-03-16,32.8,25.2,29,42.1,25.2,33.8,25,79.9,0,0,0,,0,0,32,21.6,191.5,1009,25.1,17.4,269.7,23.3,9,30,2025-03-16T05:49:41,2025-03-16T17:51:45,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-03-17,33,25.9,28.7,42.1,25.9,33.4,24.8,80,0,0,0,,0,0,27.4,16.2,152.7,1008.7,25.2,17.4,259.5,22.5,9,15,2025-03-17T05:48:47,2025-03-17T17:52:05,0.6,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-03-18,33.9,26,28.5,34.3,26,30.7,22.6,73.1,0,0,0,,0,0,28.4,16.6,124.2,1010,38.4,17.4,268.9,23.2,9,10,2025-03-18T05:47:52,2025-03-18T17:52:25,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-03-19,33.6,24.1,28,38.6,24.1,31.5,24.1,80.2,0,0,0,,0,0,31,19.8,173.2,1012.7,25.1,16.8,259,22.3,9,60,2025-03-19T05:46:57,2025-03-19T17:52:45,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-03-20,33.8,25.2,28.1,41.3,25.2,31.4,24.1,79.6,0,0,0,,0,0,31,18.4,167.6,1013.9,37.5,17.4,253.7,21.9,9,30,2025-03-20T05:46:02,2025-03-20T17:53:04,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-03-21,31.2,21.2,26.4,36.2,21.2,27.7,22.3,78.6,30.58,100,8.33,rain,0,0,34.6,18.7,73.2,1015.3,58.7,17.2,226.1,19.6,8,30,2025-03-21T05:45:07,2025-03-21T17:53:24,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-03-22,26.7,20.3,23.9,26.7,20.3,23.9,20.6,82.6,14.616,100,12.5,rain,0,0,25.9,16.2,172,1015.4,77.9,17.1,136.5,11.9,6,30,2025-03-22T05:44:12,2025-03-22T17:53:43,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-03-23,28,20.6,24.8,30.6,20.6,25.2,21,80.2,0.014,100,4.17,rain,0,0,28.8,17.3,234.6,1014.8,45.8,17.4,179.3,15.4,6,10,2025-03-23T05:43:17,2025-03-23T17:54:02,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-03-24,31.4,21.4,26.3,34.7,21.4,27.3,21.6,76.3,0.005,100,4.17,rain,0,0,22.3,10.8,191.7,1013.5,20.3,17.4,264,22.8,9,30,2025-03-24T05:42:22,2025-03-24T17:54:21,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-03-25,32.6,23.3,27.6,35.9,23.3,29.4,22.3,74.7,0,0,0,,0,0,23.8,15.5,210.5,1009.7,9.8,17.4,281.1,24.4,9,10,2025-03-25T05:41:26,2025-03-25T17:54:40,0.86,Clear,Clear conditions throughout the day.,clear-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-03-26,33.7,24.2,28.3,40.1,24.2,31.2,23.6,76.8,0,0,0,,0,0,32,20.2,192.5,1006.9,8,17.4,281.3,24.1,9,10,2025-03-26T05:40:31,2025-03-26T17:54:59,0.89,Clear,Clear conditions throughout the day.,clear-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-03-27,36,24.8,29.2,37.7,24.8,32.3,23.2,72.1,0,0,0,,0,0,26.6,19.1,202.4,1005.1,6.7,17.2,292.9,25.1,10,10,2025-03-27T05:39:36,2025-03-27T17:55:18,0.93,Clear,Clear conditions throughout the day.,clear-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-03-28,36.9,24.8,29.9,40.9,24.8,33.7,23.4,70.1,0,0,0,,0,0,28.1,19.4,203.9,1004.6,7.6,18.2,294.8,25.4,10,10,2025-03-28T05:38:41,2025-03-28T17:55:37,0.96,Clear,Clear conditions throughout the day.,clear-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-03-29,35.9,25.2,29.6,42,25.2,35,25,77.5,0,0,0,,0,0,31.7,19.1,184.2,1006,10,17.2,287.8,24.7,10,15,2025-03-29T05:37:46,2025-03-29T17:55:56,0,Clear,Clear conditions throughout the day.,clear-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-03-30,33.8,26.9,29.1,42.4,30.7,35.2,25.8,83,0,0,0,,0,0,34.2,22.7,173.7,1008.6,37.7,17.3,264.6,22.9,9,30,2025-03-30T05:36:51,2025-03-30T17:56:15,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-03-31,34,27,29.1,40.8,30.3,34.5,25.1,79.6,0,0,0,,0,0,41.8,25.9,184,1009,36.1,17.4,265.8,23.1,9,30,2025-03-31T05:35:56,2025-03-31T17:56:34,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-01,33.8,26.1,29,40.8,26.1,33.7,24.6,77.7,0,0,0,,0,0,38.2,26.6,188.3,1008.5,30.4,17.4,273.9,23.6,9,30,2025-04-01T05:35:02,2025-04-01T17:56:53,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-02,33.8,25.4,28.9,40.6,25.4,33.1,24.4,77.5,0,0,0,,0,0,42.8,25.6,187.9,1010,29.6,17.4,276.7,23.7,9,30,2025-04-02T05:34:07,2025-04-02T17:57:12,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-03,34,25.7,28.8,41,25.7,33.1,24.4,77.3,0,0,0,,0,0,34.2,22,184.1,1011.2,32.3,17.4,274.4,23.7,9,10,2025-04-03T05:33:13,2025-04-03T17:57:31,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-04,35.4,25.3,29.5,38.9,25.3,33.2,23.3,70.8,0,0,0,,0,0,32.4,21.2,204.2,1010.3,52.2,17.4,250,21.7,9,10,2025-04-04T05:32:19,2025-04-04T17:57:50,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-05,36,26.2,30,41.5,26.2,34.9,24,71.5,0,0,0,,0,0,33.1,20.5,190.4,1008.5,20.2,17.4,273.8,23.6,9,10,2025-04-05T05:31:25,2025-04-05T17:58:10,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-06,35.9,26.4,29.8,44.8,26.4,35.8,25.2,76.8,0.7,100,4.17,rain,0,0,37.4,26.3,191.6,1007.5,22.9,17.3,272.3,23.4,9,100,2025-04-06T05:30:32,2025-04-06T17:58:29,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-07,33,26.3,29,39.8,26.3,34.5,25.4,81.3,0,0,0,,0,0,38.5,24.8,175.8,1009.8,23.3,17.4,272.7,23.7,10,75,2025-04-07T05:29:39,2025-04-07T17:58:48,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-08,32.8,26.4,29,39.8,26.4,33.8,24.6,77.4,0,0,0,rain,0,0,35.3,22,169.6,1012.7,35.8,17.4,266.8,23.1,9,75,2025-04-08T05:28:46,2025-04-08T17:59:08,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-09,32.8,25.4,28.7,38.5,25.4,32.4,23.6,74.6,0.1,100,4.17,rain,0,0,41.8,24.8,183.1,1010.8,25.9,17.4,266.2,22.9,9,30,2025-04-09T05:27:54,2025-04-09T17:59:27,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-10,32.8,22.1,28.3,38.6,22.1,31.8,23.5,75.8,6.5,100,4.17,rain,0,0,37.4,23.8,177.2,1006.9,42.4,17.3,256.8,22.2,9,30,2025-04-10T05:27:02,2025-04-10T17:59:47,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-11,30.7,22.3,27.6,35.5,22.3,30.3,23.3,78.3,0.584,100,8.33,rain,0,0,32.4,20.9,164.2,1005,50.8,17,273.9,23.6,9,60,2025-04-11T05:26:11,2025-04-11T18:00:07,0.44,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-12,34.3,22.1,28.5,44.4,22.1,33.3,24.8,81.2,29.472,100,8.33,rain,0,0,41.8,24.1,180.3,1006.7,54.6,17.2,272.9,23.6,9,75,2025-04-12T05:25:19,2025-04-12T18:00:27,0.47,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-13,32.2,23.7,28.3,37.8,23.7,32.2,24.1,78.6,0,0,0,,0,0,30.6,20.2,178.2,1008.2,50.2,17.4,217.3,18.6,9,75,2025-04-13T05:24:29,2025-04-13T18:00:47,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-14,32.2,23.6,28.4,40.3,23.6,33,24.8,81.1,0.093,100,4.17,rain,0,0,28.8,16.9,178.7,1008.9,59.9,17.2,207.5,18.1,9,60,2025-04-14T05:23:39,2025-04-14T18:01:08,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-15,30.5,23.1,27.9,35.8,23.1,31.4,23.9,79.6,5.472,100,8.33,rain,0,0,29.9,16.9,165.9,1009.9,52.6,17.4,269.5,23.2,9,30,2025-04-15T05:22:49,2025-04-15T18:01:28,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-16,32.2,25.1,28.3,38.7,25.1,31.8,24.1,78.3,0.203,100,4.17,rain,0,0,37.1,22.3,198.1,1008.8,33.7,17.4,262.5,22.4,9,30,2025-04-16T05:22:00,2025-04-16T18:01:49,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-17,34.4,24.2,28.6,43.1,24.2,33.2,24.7,80,19.143,100,8.33,rain,0,0,37.1,22.7,194,1007,41.2,15.9,262.2,22.4,9,60,2025-04-17T05:21:11,2025-04-17T18:02:10,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-18,32.2,22.3,27.9,41.7,22.3,32.4,24.8,83.8,53.971,100,16.67,rain,0,0,40.7,25.6,191,1006.4,53.2,17.1,257.1,22.2,9,60,2025-04-18T05:20:23,2025-04-18T18:02:31,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-19,33,23.2,28.9,40.5,23.2,34.7,25.4,82,0.2,100,4.17,rain,0,0,36.7,22.3,184.1,1005.6,32.4,17.3,242.7,20.9,9,100,2025-04-19T05:19:36,2025-04-19T18:02:52,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-20,34,27.8,30.3,48.7,30.7,39.3,27,82.5,0,0,0,,0,0,36.4,24.1,187.4,1005.4,41.5,17.4,275.6,23.9,9,100,2025-04-20T05:18:49,2025-04-20T18:03:13,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-21,36.1,27.1,31.1,50.1,29.4,41,27.2,80.2,0,0,0,,0,0,40.3,29.2,192.1,1006.6,34.8,17.4,279.7,24.2,9,100,2025-04-21T05:18:03,2025-04-21T18:03:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-22,35,28.1,31,52.5,34.5,41.2,27.4,81.4,0,0,0,,0,0,44.3,28.4,195.9,1006.6,31.8,17.4,289.9,24.9,10,100,2025-04-22T05:17:17,2025-04-22T18:03:57,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-23,36,27.9,31.5,53,33.7,41.5,27.2,78.3,0,0,0,,0,0,36.4,23.8,196.8,1004.8,17.7,17.4,296.8,25.4,10,100,2025-04-23T05:16:33,2025-04-23T18:04:19,0.85,Clear,Clear conditions throughout the day.,clear-day,"42895099999,remote,42901099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-24,37.2,28.7,31.8,51.7,36,42,27.2,77.4,0,0,0,,0,0,40.3,27,202,1003.9,27.6,17.1,284.1,24.2,10,100,2025-04-24T05:15:49,2025-04-24T18:04:41,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-25,36.9,28.2,31.7,54.3,34.6,41.8,27.1,77.2,0,0,0,,0,0,37.4,24.8,199.8,1004.9,27.3,17.1,292.5,25.1,10,75,2025-04-25T05:15:05,2025-04-25T18:05:04,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-26,36.7,27,31.3,48.6,28.7,39.7,26.2,74.7,0,0,0,,0,0,47.5,30.6,206.1,1005.6,29.7,17.4,292.7,25.2,10,100,2025-04-26T05:14:23,2025-04-26T18:05:27,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-27,32.5,26.5,29.6,41.9,26.5,35.2,24.7,75.2,0,0,0,,0,0,42.8,28.8,207.8,1007.7,67.9,17.4,231.3,19.9,8,75,2025-04-27T05:13:41,2025-04-27T18:05:50,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-28,34.6,24.9,29.3,41.9,24.9,34.9,24.7,76.5,3.525,100,12.5,rain,0,0,34.2,19.4,207.1,1007.5,54.7,17.4,269.1,23.2,9,60,2025-04-28T05:13:00,2025-04-28T18:06:13,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42895099999,remote,42901099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-29,31.8,22.8,27.3,38.4,22.8,30.2,23.5,80.6,0.932,100,8.33,rain,0,0,28.4,13.7,151.1,1007.9,30.9,16.6,245.8,21.2,9,60,2025-04-29T05:12:19,2025-04-29T18:06:36,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-04-30,33.1,23.5,28,36.5,23.5,31,23.6,78.2,0.09,100,4.17,rain,0,0,34.6,18.7,191.5,1008.4,40.2,17.4,258,22.2,8,30,2025-04-30T05:11:40,2025-04-30T18:07:00,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-01,33,22.7,28,38.3,22.7,31.3,23.5,77.1,0.927,100,4.17,rain,0,0,24.8,13.3,157.6,1009.7,30.6,17,276.5,23.8,9,30,2025-05-01T05:11:01,2025-05-01T18:07:24,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-02,32.5,22.1,27.7,38.4,22.1,30.2,22.7,74.9,0.5,100,20.83,rain,0,0,25.9,15.5,151.5,1009,29.4,17.4,276.3,23.9,9,30,2025-05-02T05:10:24,2025-05-02T18:07:48,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-03,33.2,23.3,28.6,42.4,23.3,32.9,24.5,79.3,5.899,100,8.33,rain,0,0,31.7,21.6,201.2,1006.9,34.7,17.3,283.5,24.6,9,30,2025-05-03T05:09:47,2025-05-03T18:08:12,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-04,31.9,23.1,28.2,37.1,23.1,31.9,24,78.7,2.436,100,4.17,rain,0,0,26.6,14.8,179.5,1006.2,54.9,17.4,256.7,22.3,9,10,2025-05-04T05:09:11,2025-05-04T18:08:36,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-05,34,26.1,29.7,43,26.1,35.5,25.2,77.8,0.2,100,4.17,rain,0,0,27.4,19.4,180.6,1006.1,27.3,17.4,290.4,25.1,9,60,2025-05-05T05:08:36,2025-05-05T18:09:01,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42895099999,remote,42901099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-06,34.4,23.4,29.5,45.1,23.4,35.8,25.6,80.3,11.273,100,8.33,rain,0,0,29.5,17.3,180.4,1006.6,45.8,17.3,290,25.2,9,60,2025-05-06T05:08:02,2025-05-06T18:09:26,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-07,33.3,24.3,29.8,44.5,24.3,37,26.1,81,0.4,100,4.17,rain,0,0,31.3,19.4,184.4,1005.5,39,17.1,282.8,24.6,9,60,2025-05-07T05:07:28,2025-05-07T18:09:51,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-08,35.9,26.2,30.7,46,26.2,38.3,26,76.8,0,0,0,,0,0,27.7,18,195.3,1006,33.2,17.4,289.8,25,9,60,2025-05-08T05:06:56,2025-05-08T18:10:16,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-09,37,28.1,31.5,50.5,34.3,40.4,26.4,75.3,0,0,0,,0,0,25.9,16.9,199.2,1006.4,32.9,17.4,290.4,25.1,9,30,2025-05-09T05:06:25,2025-05-09T18:10:41,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-10,38.7,27.2,32.3,48.6,31.6,40.4,25.6,69,0,0,0,,0,0,25.6,15.8,206.1,1005.9,15.1,17.5,293.1,25.3,9,30,2025-05-10T05:05:55,2025-05-10T18:11:06,0.42,Clear,Clear conditions throughout the day.,clear-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-11,38.1,27.8,32.3,47.8,32.5,40.2,25.4,67.7,0,0,0,,0,0,28.4,16.9,195.2,1004.3,14.3,17.4,294.9,25.5,9,10,2025-05-11T05:05:25,2025-05-11T18:11:32,0.45,Clear,Clear conditions throughout the day.,clear-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-12,35.2,27.3,31.6,50.8,30.5,40.3,26.2,73.3,1.853,100,4.17,rain,0,0,36,21.6,204.1,1003.1,41.5,18.2,280.8,24.4,9,60,2025-05-12T05:04:57,2025-05-12T18:11:58,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-13,34.6,25.7,30.5,45.3,25.7,38.6,26.2,78.4,4.039,100,16.67,rain,0,0,40.3,22.3,197.6,1003.6,47.6,16.7,255.6,22.2,9,75,2025-05-13T05:04:30,2025-05-13T18:12:23,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-14,34.8,27.4,31.1,49.4,30,41.1,27.2,79.9,0,0,0,,0,0,40,23.4,190.2,1004.3,42.2,17.4,269.3,23.3,9,75,2025-05-14T05:04:04,2025-05-14T18:12:49,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-15,35.8,28.9,31.2,49.6,33.4,41.2,27.2,79.5,0,0,0,,0,0,36.4,22.3,190.9,1004.8,55,17.4,255.8,22.2,9,75,2025-05-15T05:03:39,2025-05-15T18:13:15,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-16,35.1,27.7,30.5,49.3,31,39.3,26.6,80.3,3.6,100,8.33,rain,0,0,39.6,24.5,190.6,1004.9,77.3,17.2,227.4,19.7,7,75,2025-05-16T05:03:15,2025-05-16T18:13:41,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-17,34.2,27.1,30.3,46.3,29.8,38.6,26.5,80.3,0.4,100,4.17,rain,0,0,39.6,28.8,187.2,1005.4,62.5,17.4,260.9,22.6,9,60,2025-05-17T05:02:51,2025-05-17T18:14:07,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-18,33.4,28.2,29.9,43.1,34.2,37.8,26.5,82.2,0.7,100,4.17,rain,0,0,34.9,21.2,167.9,1006,67.5,17.4,220.8,19.1,8,60,2025-05-18T05:02:30,2025-05-18T18:14:34,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-19,33.6,28.4,30.3,44.5,35,38.8,26.7,81.5,0.8,100,20.83,rain,0,0,36.4,23.8,175.7,1005.5,58.3,17.4,249.4,21.4,9,60,2025-05-19T05:02:09,2025-05-19T18:15:00,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-20,34.3,27.7,30.8,46.4,32.4,39.7,26.8,79.7,0.7,100,20.83,rain,0,0,39.6,22.3,184.2,1004,38.3,16.5,266.8,23.1,9,75,2025-05-20T05:01:49,2025-05-20T18:15:26,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-21,35.6,27.2,30.9,48.4,31.2,39.9,26.8,79.2,0.101,100,4.17,rain,0,0,45,29.9,182.4,1004.3,49.5,16.9,275.6,23.8,9,75,2025-05-21T05:01:30,2025-05-21T18:15:52,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-22,34.6,26,29.3,45.6,26,35.5,25.7,81.2,0.068,100,8.33,rain,0,0,32,18,172.7,1004.1,83.3,16,226.6,19.6,8,60,2025-05-22T05:01:13,2025-05-22T18:16:18,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-23,34.1,27.4,29.2,42.1,30.9,35.3,25.7,81.8,0.255,100,8.33,rain,0,0,28.1,17.6,151.7,1002.3,86.4,15.9,153.4,13.2,7,30,2025-05-23T05:00:56,2025-05-23T18:16:44,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42895099999,remote,42901099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-24,33.4,27.2,28.7,43.8,31.7,34.7,26,85.5,4.647,100,8.33,rain,0,0,28.4,15.1,158.3,1002.2,93.3,16.4,190.1,16.5,8,30,2025-05-24T05:00:41,2025-05-24T18:17:10,0.9,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-25,30.1,27.1,28.7,37.7,31.3,35.2,26.3,86.9,12.745,100,16.67,rain,0,0,25.2,16.2,131.8,1002.8,91.2,17.1,164.1,14.1,6,30,2025-05-25T05:00:26,2025-05-25T18:17:36,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
